Player,Year,height,weight,hand,arm,forty,ten_split,vertical,broad,cone,shuttle,bench,bmi,speed_score,burst_score,agility_score,n_drills,elite_forty,elite_burst,elite_agility,big_bodied,pick,undrafted,log_pick,round,nfl_entry_age,has_college,best_dom,final_dom,first_dom,best_ydshare,final_ydshare,career_yds,best_yds,career_rec,career_ypr,best_long,td_rate,rush_yds_career,n_seasons,n_seasons_20,n_seasons_30,alpha,final_rank,dom_growth,final_spike,college_entry_age,breakout_age,dom_age19,dom_age20,age_final_season,early_declare,best_ppa,final_ppa,avg_ppa,best_ppa_pass,best_usage,final_usage,team_sp_off,team_sp_overall,team_sp_def,team_sos,team_sp_off_final,team_recruit_rank,power5,conf_g5,n_teams,col_qb_ypa,col_qb_td,col_qb_drafted,was_returner,transferred,recruit_stars,recruit_rating,recruit_rank,blue_chip,ret_yds,ret_td,ret_avg,height_p,weight_p,hand_p,arm_p,forty_p,ten_split_p,vertical_p,broad_p,cone_p,shuttle_p,speed_score_p,burst_score_p,ras,explosion_p,catch_radius,prod_p,recruit_p,prod_over_recruit
Marvin Mims,2023,70.88,183.0,9.0,31.63,4.38,,39.5,129.0,6.9,,,25.60701742429261,99.44538727148891,50.25,,6,1,1,1,0,63.0,0,4.143134726391533,2.0,20.788501026694046,1,0.2747062772742531,0.2747062772742531,0.238023088023088,0.327190332326284,0.327190332326284,2398.0,1083.0,123.0,19.495934959349594,77.0,0.16260162601626016,35.0,3.0,2.0,0.0,1.0,1.0,0.03668318925116512,1.5361702127659576,18.0,18.576317590691307,0.238023088023088,0.238023088023088,20.57494866529774,1.0,1.564,0.758,1.0936666666666668,1.564,0.079,0.079,40.8,15.4,26.5,,40.8,11.0,1.0,0.0,1.0,8.6,25.0,1.0,1.0,0.0,4.0,0.9285,168.0,1.0,499.0,0.0,12.794871794871796,0.19483985765124556,0.1298932384341637,0.20185185185185187,0.4601851851851852,0.8947876447876448,,0.8832997987927566,0.8428571428571429,0.6580381471389646,,0.579611650485437,0.8775933609958506,57.229578781802424,0.7685895307117788,0.4350441733702598,0.3939393939393939,0.6900212314225053,-0.29608183748311134
Mitchell Tinsley,2023,72.0,199.0,10.0,32.38,4.6,1.53,35.5,120.0,6.7,4.21,14.0,26.986304012345677,88.88976240079191,45.5,10.91,8,0,0,1,0,270.0,1,5.598421958998375,8.0,23.29637234770705,1,0.2616767473118279,0.1740838383732288,0.2616767473118279,0.2308959156785243,0.1757538836430094,2356.0,1402.0,181.0,13.01657458563536,75.0,0.1270718232044199,5.0,3.0,2.0,0.0,1.0,2.0,-0.08759290893859908,0.4115549215406562,20.0,21.084188911704313,0.0,0.0,23.082819986310746,0.0,0.907,0.528,0.5746666666666667,0.907,0.099,0.081,40.5,13.3,28.8,,36.6,80.0,0.0,1.0,2.0,8.7,62.0,1.0,1.0,1.0,,,,,10.0,0.0,1.1111111111111112,0.34341637010676157,0.4430604982206406,0.8787037037037037,0.7037037037037037,0.17277992277992277,0.616710875331565,0.48893360160965793,0.29183673469387755,0.9277929155313351,0.6619170984455959,0.1941747572815534,0.4553941908713693,51.48686976899739,0.3249816978616963,0.6036893447809567,0.3333333333333333,,
Parker Washington,2023,69.75,204.0,10.13,29.0,,,,,,,16.0,29.477935792191776,,,,3,0,0,0,0,185.0,0,5.220355825078324,6.0,20.78302532511978,1,0.2828674550760252,0.1275378911214511,0.2828674550760252,0.234889716413635,0.186110265001523,1920.0,820.0,146.0,13.150684931506849,67.0,0.0821917808219178,20.0,3.0,1.0,0.0,1.0,1.0,-0.15532956395457406,0.7451219512195122,18.0,18.570841889117045,0.2828674550760252,0.2828674550760252,20.569472963723477,1.0,0.93,0.703,0.7103333333333333,0.946,0.084,0.081,28.0,14.3,14.6,,36.6,15.0,1.0,0.0,1.0,7.3,21.0,1.0,1.0,0.0,4.0,0.9079,262.0,1.0,197.0,0.0,8.208333333333334,0.09786476868327403,0.5854092526690391,0.9277777777777778,0.018518518518518517,,,,,,,,,40.739257941215236,,0.34805368832652345,0.41889483065953653,0.5976645435244161,-0.17876971286487958
Andrei Iosivas,2023,75.13,205.0,8.75,32.0,4.43,1.52,39.0,128.0,6.85,4.12,19.0,25.531857296768838,106.45570780176351,49.666666666666664,10.969999999999999,8,1,1,1,0,206.0,0,5.327876168789581,6.0,23.21423682409309,1,0.3907047775346463,0.3907047775346463,0.3907047775346463,0.3439095550692925,0.3439095550692925,943.0,943.0,66.0,14.287878787878787,65.0,0.10606060606060606,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,23.000684462696782,0.0,0.0,23.000684462696782,0.0,0.796,0.796,0.796,0.83,0.141,0.141,,,,,,130.0,0.0,1.0,1.0,7.8,15.0,0.0,0.0,0.0,,,,0.0,,,,0.8398576512455516,0.6192170818505338,0.09166666666666666,0.5722222222222222,0.7451737451737451,0.7320954907161804,0.8501006036217303,0.8061224489795918,0.7534059945504087,0.8769430051813472,0.8194174757281554,0.8506224066390041,71.30703993812615,0.8252135094431591,0.5884617859390426,0.8342245989304813,,
Charlie Jones,2023,71.38,176.0,9.0,31.63,4.43,1.51,36.5,124.0,6.84,4.15,13.0,24.283702606761114,91.39611986883111,46.833333333333336,10.99,8,1,0,1,0,131.0,0,4.875197323201151,4.0,24.175222450376456,1,0.4065635991494942,0.4065635991494942,0.1161506427666123,0.351588736760527,0.351588736760527,2079.0,1361.0,149.0,13.953020134228188,72.0,0.12080536912751678,11.0,3.0,1.0,1.0,1.0,1.0,0.2904129563828819,3.4455696202531647,19.0,23.96167008898015,0.0,0.1161506427666123,23.96167008898015,0.0,1.065,0.785,0.786,1.065,0.14,0.14,31.6,7.7,22.4,,31.6,72.0,1.0,0.0,3.0,7.0,22.0,1.0,1.0,1.0,2.0,0.7678,3155.0,0.0,1646.0,2.0,13.274193548387096,0.26334519572953735,0.050711743772241996,0.20185185185185187,0.4601851851851852,0.7451737451737451,0.8143236074270557,0.6247484909456741,0.573469387755102,0.771117166212534,0.7992227979274611,0.26990291262135924,0.6203319502074689,51.619866956743465,0.4893735971073785,0.38753268092806215,0.8627450980392157,0.014861995753715499,0.8478831022855002
Rashee Rice,2023,72.63,204.0,9.5,32.75,4.51,1.49,41.0,128.0,7.02,4.23,,27.1865065208318,98.61750154699881,51.666666666666664,11.25,7,0,1,0,0,55.0,0,4.007333185232471,2.0,22.694045174537987,1,0.3097701756238341,0.3097701756238341,0.0644350423096067,0.3338260655333826,0.3338260655333826,3111.0,1355.0,233.0,13.351931330472103,75.0,0.1072961373390558,0.0,4.0,3.0,1.0,1.0,1.0,0.24533513331422738,1.9838945827232797,19.0,20.48186173853525,0.0644350423096067,0.2160855892808312,22.480492813141684,0.0,0.921,0.921,0.7457499999999999,0.92,0.121,0.121,42.0,4.7,38.1,,42.0,53.0,0.0,1.0,1.0,8.0,33.0,0.0,1.0,0.0,3.0,0.8663,817.0,0.0,10.0,0.0,10.0,0.42704626334519574,0.5854092526690391,0.5944444444444444,0.7944444444444444,0.46621621621621623,0.9270557029177718,0.9456740442655935,0.8061224489795918,0.4250681198910082,0.6036269430051814,0.5398058252427185,0.9346473029045643,67.07967506938141,0.7638674394959679,0.6904022991249195,0.5098039215686274,0.3481953290870488,0.1616085924815786
Jalen Wayne,2023,73.75,216.0,9.38,32.13,4.51,1.54,34.5,124.0,7.43,4.51,,27.918046538351046,104.41853104976344,44.833333333333336,11.94,7,0,0,0,0,270.0,1,5.598421958998375,8.0,23.638603696098563,1,0.2850877192982456,0.2850877192982456,0.0093145869947275,0.2368421052631578,0.2368421052631578,1982.0,819.0,152.0,13.039473684210526,64.0,0.09210526315789473,8.0,5.0,1.0,0.0,0.0,2.0,0.27577313230351813,1.3,18.0,23.42505133470226,0.0093145869947275,0.0876929995502923,23.42505133470226,0.0,0.747,0.747,0.5775,0.748,0.087,0.087,26.8,10.8,17.4,,26.8,122.0,0.0,1.0,1.0,7.9,28.0,0.0,1.0,0.0,2.0,0.7683,3114.0,0.0,37.0,0.0,7.4,0.6174377224199288,0.8620996441281139,0.5064814814814815,0.6277777777777778,0.46621621621621623,0.4946949602122016,0.35714285714285715,0.573469387755102,0.025885558583106268,0.08031088082901554,0.7611650485436893,0.3921161825726141,48.03998098051754,0.5639257644805494,0.5272099597055113,0.42424242424242425,0.01910828025477707,0.4051341439876472
Jalen Brooks,2023,73.0,200.0,9.5,34.13,4.69,1.56,35.0,130.0,7.23,4.31,15.0,26.383936948770877,82.67393716972671,45.833333333333336,11.54,8,0,0,0,0,244.0,0,5.497168225293202,7.0,22.652977412731005,1,0.0963174080317047,0.0963174080317047,0.0269687162891046,0.1491565551938443,0.1491565551938443,785.0,504.0,58.0,13.53448275862069,54.0,0.034482758620689655,51.0,3.0,0.0,0.0,0.0,2.0,0.0693486917426001,2.7845303867403315,20.0,99.0,0.0,0.0269687162891046,22.439425051334702,0.0,0.632,0.632,0.25366666666666665,0.597,0.075,0.064,36.0,12.7,25.2,,36.0,76.0,1.0,0.0,1.0,7.6,18.0,1.0,1.0,1.0,,,,,42.0,0.0,10.5,0.4893238434163701,0.46441281138790036,0.5944444444444444,0.9768518518518519,0.04922779922779923,0.2957559681697613,0.42655935613682094,0.8714285714285714,0.13487738419618528,0.4067357512953368,0.07184466019417475,0.4979253112033195,43.994897941271134,0.4566108625865224,0.6217948739623719,0.0196078431372549,,
Jason Brownlee,2023,74.0,198.0,9.75,33.75,4.59,1.52,39.5,131.0,6.91,4.32,16.0,25.41891891891892,89.21634841188835,50.416666666666664,11.23,8,0,1,0,0,270.0,1,5.598421958998375,8.0,23.920602327173167,1,0.4698494518082147,0.3651223128243143,0.3491284114213598,0.368270332187858,0.3302446256486286,2129.0,891.0,134.0,15.888059701492537,88.0,0.15671641791044777,0.0,3.0,3.0,3.0,1.0,1.0,0.01599390140295448,1.385692068429238,21.0,21.70841889117043,0.0,0.0,23.707049965776864,0.0,0.911,0.911,0.8183333333333334,0.911,0.088,0.088,18.3,-3.5,22.9,,18.3,124.0,0.0,1.0,1.0,6.6,9.0,0.0,0.0,0.0,,,,,,,,0.6708185053380783,0.4225978647686833,0.7546296296296297,0.9518518518518518,0.20077220077220076,0.7320954907161804,0.8832997987927566,0.8959183673469387,0.6416893732970027,0.37823834196891193,0.20388349514563106,0.8900414937759336,63.54863677836499,0.6610338870951088,0.815149946403079,0.9429590017825312,,
Elijah Higgins,2023,75.0,239.0,10.5,31.75,4.54,1.56,35.0,126.0,7.13,4.5,17.0,29.869688888888888,112.51346127527565,45.5,11.629999999999999,8,0,0,0,1,197.0,0,5.2832037287379885,6.0,22.17932922655715,1,0.2219486288142139,0.1820386758439856,0.0509849362688296,0.2307440183546378,0.2307440183546378,1382.0,704.0,118.0,11.711864406779661,56.0,0.05084745762711865,48.0,3.0,1.0,0.0,1.0,1.0,0.13105373957515598,1.402390438247012,19.0,20.966461327857633,0.0,0.0509849362688296,21.965776865160848,0.0,0.836,0.836,0.6203333333333333,0.861,0.11,0.088,25.6,-7.2,34.2,,25.6,51.0,1.0,0.0,1.0,6.9,13.0,1.0,0.0,0.0,4.0,0.96,85.0,1.0,,,,0.8238434163701067,0.998220640569395,0.9842592592592593,0.49444444444444446,0.37065637065637064,0.2957559681697613,0.42655935613682094,0.713265306122449,0.2561307901907357,0.08937823834196891,0.9359223300970874,0.4553941908713693,57.031919260248074,0.6919156641187859,0.6822766190526579,0.20677361853832443,0.8067940552016986,-0.6000204366633741
Michael Wilson,2023,73.88,213.0,9.75,31.0,4.58,1.5,37.5,125.0,6.81,4.27,23.0,27.433495954310967,96.81612294411421,47.916666666666664,11.079999999999998,8,0,1,1,0,94.0,0,4.543294782270004,3.0,22.855578370978783,1,0.2465122072745391,0.2018354637823664,0.0349828605832257,0.2152466367713004,0.1370042608980662,1644.0,672.0,133.0,12.360902255639099,78.0,0.08270676691729323,55.0,5.0,2.0,0.0,1.0,4.0,0.1668526031991407,0.6220238095238095,18.0,19.641341546885695,0.0349828605832257,0.2465122072745391,22.642026009582477,0.0,0.962,0.962,0.5780000000000001,0.948,0.118,0.092,27.2,-4.7,32.2,,25.6,40.0,1.0,0.0,1.0,8.1,11.0,1.0,1.0,0.0,4.0,0.9106,241.0,1.0,206.0,0.0,7.923076923076923,0.6379003558718861,0.8033807829181495,0.7546296296296297,0.275,0.22876447876447875,0.8793103448275862,0.7354124748490946,0.6551020408163265,0.8160762942779292,0.5051813471502591,0.46990291262135925,0.7302904564315352,62.42459265131861,0.6201391427622601,0.6007356150876526,0.2816399286987522,0.613588110403397,-0.3319481817046448
Derius Davis,2023,68.38,165.0,8.0,29.25,4.36,1.46,,,,4.38,,24.807390114992344,91.32043736387297,,,4,1,0,0,0,125.0,0,4.8283137373023015,4.0,22.305270362765228,1,0.1433836582843205,0.1433836582843205,0.07824100513992,0.182522903453136,0.1352521650534895,1513.0,531.0,112.0,13.508928571428571,80.0,0.08035714285714286,183.0,5.0,0.0,0.0,0.0,3.0,0.06514265314440051,1.0250965250965252,17.0,99.0,0.07824100513992,0.1040610450077599,22.091718001368925,0.0,0.805,0.312,0.5576,1.258,0.069,0.069,43.3,24.3,20.2,,43.3,61.0,1.0,0.0,1.0,8.8,32.0,1.0,1.0,0.0,2.0,0.7726,2494.0,0.0,1803.0,6.0,18.587628865979383,0.03113879003558719,0.015124555160142349,0.003703703703703704,0.032407407407407406,0.9218146718146718,0.980106100795756,,,,0.2344559585492228,0.26601941747572816,,31.059632561777743,0.26601941747572816,0.0224166337155661,0.04634581105169341,0.050955414012738856,-0.004609602961045449
Quentin Johnston,2023,74.75,208.0,9.63,33.63,,,40.5,134.0,,,,26.169550676166935,,51.666666666666664,,4,0,1,0,0,21.0,0,3.044522437723423,1.0,21.319644079397673,1,0.2657171469900968,0.2270527485759274,0.2259699948266942,0.2722873153336729,0.2722873153336729,2168.0,1069.0,115.0,18.85217391304348,76.0,0.12173913043478261,8.0,3.0,3.0,0.0,1.0,1.0,0.0010827537492331951,1.7467320261437909,18.0,19.107460643394933,0.2259699948266942,0.2657171469900968,21.10609171800137,1.0,1.001,0.69,0.8623333333333333,0.978,0.107,0.104,43.3,24.3,20.2,,43.3,61.0,1.0,0.0,1.0,8.8,32.0,1.0,0.0,0.0,4.0,0.9674,71.0,1.0,,,,0.7846975088967971,0.6948398576512456,0.687037037037037,0.9425925925925925,,,0.9275653923541247,0.9612244897959183,,,,0.9346473029045643,84.75148830331828,0.9443949410750215,0.8354731327201379,0.34759358288770054,0.8407643312101911,-0.4931707483224906
Jalin Hyatt,2023,72.13,184.0,9.0,32.5,4.4,1.5,40.0,135.0,7.06,4.33,,24.862298918094442,98.18318420872889,51.25,11.39,7,1,1,0,0,73.0,0,4.290459441148391,3.0,21.267624914442163,1,0.3468140450205486,0.3468140450205486,0.13884430176565,0.2988912479358339,0.2988912479358339,1769.0,1267.0,108.0,16.37962962962963,78.0,0.17592592592592593,13.0,3.0,1.0,1.0,1.0,1.0,0.2079697432548986,4.590579710144928,18.0,21.05407255304586,0.13884430176565,0.13884430176565,21.05407255304586,1.0,0.99,0.99,0.6436666666666667,1.017,0.104,0.104,47.3,25.2,22.6,,47.3,16.0,1.0,0.0,1.0,9.5,27.0,1.0,0.0,0.0,4.0,0.9257,183.0,1.0,,,,0.37455516014234874,0.14590747330960854,0.20185185185185187,0.7324074074074074,0.8445945945945946,0.8793103448275862,0.9104627766599598,0.9755102040816327,0.3651226158038147,0.344559585492228,0.5242718446601942,0.9221991701244814,60.17294190796424,0.8034149418005955,0.554819299015392,0.6844919786096256,0.6645435244161358,0.019948454193489784
Cedric Tillman,2023,75.38,213.0,10.0,32.75,4.54,1.53,37.0,128.0,7.32,,,26.35255098409678,100.27350314491093,47.666666666666664,,6,0,1,0,1,74.0,0,4.30406509320417,3.0,22.702258726899384,1,0.3435476851096241,0.0886598130144895,-0.0006366723259762,0.3234590065828845,0.0983722576079264,1622.0,1081.0,109.0,14.880733944954128,70.0,0.1559633027522936,0.0,5.0,1.0,1.0,1.0,5.0,0.08929648534046569,0.38575393154486587,18.0,21.489390828199863,0.0367396949636077,0.052079698513504,22.48870636550308,0.0,1.553,0.514,0.5654,1.553,0.124,0.124,39.4,17.5,23.8,,47.3,10.0,1.0,0.0,1.0,9.8,31.0,1.0,0.0,0.0,3.0,0.8255,1677.0,0.0,,,,0.8629893238434164,0.8033807829181495,0.8787037037037037,0.7944444444444444,0.37065637065637064,0.616710875331565,0.6891348088531187,0.8061224489795918,0.0667574931880109,,0.612621359223301,0.7085062240663901,65.54570759280057,0.7026262056853372,0.8063180702111709,0.6720142602495544,0.15074309978768577,0.5212711604618686
Jake Bobo,2023,76.0,206.0,,,,,,,,,,25.07236842105263,,,,0,0,0,0,0,270.0,1,5.598421958998375,8.0,24.410677618069816,1,0.2391985034462751,0.2391985034462751,0.0422309391039538,0.2781085814360771,0.2370176965477226,2248.0,817.0,182.0,12.351648351648352,48.0,0.054945054945054944,0.0,5.0,1.0,0.0,1.0,1.0,0.19696756434232132,1.0289672544080604,19.0,24.197125256673512,0.0,0.0422309391039538,24.197125256673512,0.0,1.38,1.021,0.7272000000000001,1.38,0.109,0.081,45.7,15.0,30.1,,45.7,29.0,1.0,0.0,2.0,8.3,27.0,1.0,1.0,1.0,3.0,0.8431,1256.0,0.0,145.0,0.0,13.181818181818182,0.9270462633451957,0.6548042704626335,,,,,,,,,,,79.09252669039147,,0.9270462633451957,0.26024955436720143,0.23354564755838642,0.026703906808815014
Jordan Addison,2023,71.13,173.0,8.75,30.88,4.49,1.56,34.0,122.0,7.05,4.19,,24.037860514789585,85.13158804117087,44.166666666666664,11.24,7,0,0,0,0,23.0,0,3.1354942159291497,1.0,20.928131416837783,1,0.3618246299539969,0.1862273461420319,0.2594129706485324,0.3372856235443574,0.1864081806561568,3134.0,1593.0,219.0,14.310502283105023,75.0,0.1324200913242009,147.0,3.0,2.0,1.0,1.0,1.0,-0.07318562450650051,0.549278091650973,18.0,18.715947980835043,0.2594129706485324,0.3618246299539969,20.71457905544148,1.0,0.892,0.785,0.7406666666666667,0.917,0.128,0.103,38.2,17.6,21.4,,46.6,44.0,1.0,0.0,2.0,8.7,42.0,1.0,1.0,1.0,4.0,0.9085,259.0,1.0,258.0,0.0,12.9,0.23754448398576514,0.03558718861209965,0.09166666666666666,0.25,0.5395752895752896,0.2957559681697613,0.29577464788732394,0.4204081632653061,0.3787465940054496,0.7202072538860104,0.10679611650485436,0.30809128630705396,30.66794715721317,0.27432630921916146,0.21874644963493894,0.732620320855615,0.6008492569002123,0.13177106395540272
Colton Dowell,2023,,,,,,,,,,,,,,,,0,0,0,0,0,228.0,0,5.429345628954441,7.0,23.704312114989733,1,0.7615384615384615,0.3421171936982885,0.0070671378091872,0.5230769230769231,0.3509010540632438,1195.0,1032.0,78.0,15.320512820512821,54.0,0.08974358974358974,9.0,4.0,2.0,2.0,1.0,1.0,0.3350500558891013,10.117647058823529,19.0,22.491444216290212,0.0070671378091872,0.148876404494382,23.49075975359343,0.0,0.799,0.799,0.39975000000000005,0.808,0.156,0.128,,,,,,,0.0,1.0,1.0,7.7,18.0,0.0,0.0,0.0,2.0,0.7844,2559.0,0.0,,,,,,,,,,,,,,,,,,,0.9928698752228164,0.04883227176220807,0.9440376034606084
Dontayvion Wicks,2023,73.38,206.0,10.0,32.38,4.62,1.59,39.0,130.0,,,,26.89472639911523,90.43349466349191,49.833333333333336,,5,0,1,0,0,159.0,0,5.0689042022202315,5.0,21.544147843942504,1,0.2727870064269727,0.240142210730446,0.0298768038606097,0.2552514322087842,0.1945701357466063,1694.0,1203.0,90.0,18.822222222222223,77.0,0.13333333333333333,0.0,3.0,2.0,0.0,1.0,2.0,0.2102654068698363,0.3574397339983375,18.0,20.331279945242983,0.0298768038606097,0.2727870064269727,21.3305954825462,1.0,1.052,0.117,0.7043333333333334,1.052,0.127,0.127,39.3,7.2,31.5,,16.2,48.0,1.0,0.0,1.0,8.9,31.0,0.0,0.0,0.0,3.0,0.8733,677.0,0.0,,,,0.5640569395017794,0.6548042704626335,0.8787037037037037,0.7037037037037037,0.13223938223938225,0.11671087533156499,0.8501006036217303,0.8714285714285714,,,0.2407766990291262,0.8578838174273858,58.70408566449581,0.654101958026476,0.7491412376327292,0.39037433155080214,0.39065817409766457,-0.00028384254686242283
A.T. Perry,2023,75.5,198.0,9.25,33.25,4.47,,35.0,133.0,,,,24.41892899434235,99.18936121674685,46.083333333333336,,5,0,0,0,0,195.0,0,5.272999558563747,6.0,23.184120465434635,1,0.3425517081106205,0.2630487769907952,0.0244001101662822,0.3004880316058563,0.2702836004932182,2662.0,1293.0,171.0,15.567251461988304,69.0,0.16374269005847952,0.0,4.0,2.0,1.0,1.0,1.0,0.23864866682451302,0.8476411446249034,19.0,21.971252566735114,0.0,0.0244001101662822,22.97056810403833,0.0,2.371,0.689,1.07125,2.371,0.119,0.119,38.0,10.1,29.2,,43.3,60.0,1.0,0.0,1.0,8.3,39.0,0.0,0.0,0.0,3.0,0.8371,1418.0,0.0,,,,0.8736654804270463,0.4225978647686833,0.40555555555555556,0.8888888888888888,0.6023166023166023,,0.42655935613682094,0.9418367346938775,,,0.5689320388349515,0.5228215767634855,62.813045537621235,0.6457760432218833,0.648667320252078,0.6684491978609626,0.1932059447983015,0.4752432530626611
Bryce Ford-Wheaton,2023,75.75,221.0,9.38,33.5,4.38,1.54,41.0,129.0,6.97,4.15,,27.07586402204577,120.09524910928442,51.75,11.120000000000001,7,1,1,0,1,270.0,1,5.598421958998375,8.0,22.8145106091718,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.8635,754.0,0.0,,,,0.902135231316726,0.9225978647686833,0.5064814814814815,0.9268518518518518,0.8947876447876448,0.4946949602122016,0.9456740442655935,0.8428571428571429,0.5422343324250681,0.7992227979274611,0.9941747572815534,0.9408713692946058,80.9381956539168,0.9275686481347633,0.8202856522289133,,0.3651804670912951,
Jermaine Burton,2024,72.25,196.0,9.88,31.0,4.45,1.53,38.5,133.0,,,,26.395852540079744,99.96455179214907,49.583333333333336,,5,1,1,0,0,80.0,0,4.382026634673881,3.0,22.510609171800137,1,0.303206627405675,0.303206627405675,0.1601697246735657,0.2585871678548282,0.2585871678548282,2376.0,798.0,132.0,18.0,73.0,0.17424242424242425,50.0,4.0,1.0,1.0,1.0,1.0,0.1430369027321093,1.1787296898079764,19.0,22.297056810403834,0.1601697246735657,0.1601697246735657,22.297056810403834,0.0,1.455,1.209,1.034,1.455,0.075,0.071,36.8,23.1,15.6,,36.8,2.0,1.0,0.0,2.0,10.0,23.0,1.0,1.0,1.0,4.0,0.9646,82.0,1.0,14.0,0.0,14.0,0.39234875444839856,0.37722419928825623,0.825925925925926,0.275,0.668918918918919,0.616710875331565,0.8118712273641852,0.9418367346938775,,,0.6,0.8454356846473029,63.55272320618429,0.7845693206860208,0.5762864769346274,0.48663101604278075,0.8163481953290871,-0.32971717928630634
Tejhaun Palmer,2024,,,,,,,,,,,,,,,,0,0,0,0,0,191.0,0,5.25227342804663,6.0,23.619438740588638,1,0.2828290111964758,0.2828290111964758,0.0134228187919463,0.2474762042111335,0.2474762042111335,1409.0,858.0,83.0,16.97590361445783,80.0,0.10843373493975904,0.0,3.0,1.0,0.0,1.0,1.0,0.2694061924045295,1.7912317327766178,21.0,23.405886379192335,0.0,0.0,23.405886379192335,0.0,1.356,1.356,0.9543333333333335,1.356,0.063,0.063,26.9,-14.7,39.6,,26.9,86.0,0.0,1.0,1.0,8.2,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.41711229946524064,,
Jacob Cowing,2024,68.38,168.0,9.0,29.25,4.38,1.54,36.0,119.0,7.02,4.32,13.0,25.258433571628572,91.29412601972753,45.916666666666664,11.34,8,1,0,0,0,135.0,0,4.90527477843843,4.0,22.90485968514716,1,0.4219179258241758,0.2852212242182302,0.2866492146596858,0.4152644230769231,0.2093313373253493,4460.0,1354.0,314.0,14.203821656050955,82.0,0.10509554140127389,102.0,5.0,5.0,2.0,1.0,2.0,-0.0014279904414555844,0.619645494830133,18.0,18.691307323750856,0.2866492146596858,0.4219179258241758,22.691307323750856,0.0,1.439,0.764,0.8974,1.41,0.132,0.091,23.9,-4.2,28.3,,37.3,131.0,0.0,1.0,2.0,9.0,18.0,0.0,1.0,1.0,2.0,0.7683,3652.0,0.0,132.0,0.0,6.6,0.03113879003558719,0.019572953736654804,0.20185185185185187,0.032407407407407406,0.8947876447876448,0.4946949602122016,0.5543259557344065,0.2357142857142857,0.4250681198910082,0.37823834196891193,0.26407766990291265,0.5062240663900415,33.65085039694095,0.3513726371172016,0.20493100125731323,0.8770053475935828,0.004246284501061571,0.8727590630925213
Javon Baker,2024,73.25,202.0,9.63,32.25,4.54,1.58,37.0,121.0,,,,26.466190637048772,95.09505932052586,47.083333333333336,,5,0,0,0,0,110.0,0,4.700480365792417,4.0,21.867214236824093,1,0.3151258422512881,0.3151258422512881,0.001610824742268,0.3385850178359096,0.3385850178359096,2051.0,1139.0,117.0,17.52991452991453,86.0,0.1111111111111111,0.0,4.0,2.0,1.0,1.0,1.0,0.3135150175090201,1.4309045226130652,18.0,20.654346338124572,0.001610824742268,0.0203713286024048,21.65366187542779,0.0,1.472,1.472,0.7807499999999999,1.472,0.076,0.068,30.3,3.4,25.2,,30.3,53.0,1.0,0.0,2.0,8.9,15.0,0.0,0.0,1.0,4.0,0.9214,203.0,1.0,,,,0.5409252669039146,0.5231316725978647,0.687037037037037,0.6638888888888889,0.37065637065637064,0.17904509283819628,0.6891348088531187,0.35612244897959183,,,0.39611650485436894,0.6566390041493776,50.626970957587304,0.48045792089569317,0.6452465004207398,0.5294117647058824,0.6464968152866242,-0.11708505058074181
Xavier Weaver,2024,72.25,169.0,8.88,31.13,4.49,,37.0,127.0,7.0,4.3,,22.759689179966717,83.16322762403396,47.583333333333336,11.3,7,0,1,0,0,270.0,1,5.598421958998375,8.0,23.21971252566735,1,0.3217422606191504,0.1973591823997503,0.0407862407862407,0.3101511879049676,0.256787330316742,2643.0,908.0,184.0,14.36413043478261,63.0,0.06521739130434782,23.0,5.0,2.0,2.0,1.0,1.0,0.1565729416135096,1.2646239554317549,18.0,21.00752908966461,0.0407862407862407,0.0407862407862407,23.006160164271048,0.0,0.747,0.723,0.6492,0.781,0.124,0.111,29.6,-4.9,34.4,,29.6,47.0,1.0,0.0,2.0,7.5,27.0,1.0,1.0,1.0,3.0,0.8237,1902.0,0.0,312.0,0.0,13.0,0.39234875444839856,0.021352313167259787,0.12685185185185185,0.3148148148148148,0.5395752895752896,,0.6891348088531187,0.763265306122449,0.47275204359673023,0.4261658031088083,0.07572815533980583,0.7012448132780082,41.120308674150316,0.5093760901051245,0.380787557492046,0.5739750445632799,0.11464968152866242,0.45932536303461746
Efton Chism III,2024,70.0,193.0,,,4.71,,34.5,118.0,6.77,4.06,16.0,27.689591836734696,78.43387580166545,44.333333333333336,10.829999999999998,6,0,0,1,0,270.0,1,5.598421958998375,8.0,22.182067077344286,1,0.524442385225647,0.524442385225647,0.2535650623885918,0.5072181037846274,0.5072181037846274,2776.0,1300.0,258.0,10.75968992248062,67.0,0.10852713178294573,-3.0,4.0,4.0,2.0,1.0,1.0,0.27087732283705523,1.5240328253223916,19.0,19.969883641341546,0.0,0.2535650623885918,22.97056810403833,0.0,2.17,0.842,1.08775,2.17,0.144,0.144,,,,,,162.0,0.0,1.0,1.0,8.1,17.0,0.0,1.0,0.0,3.0,0.7983,3001.0,0.0,530.0,0.0,13.25,0.11743772241992882,0.31494661921708184,,,0.037644787644787646,,0.35714285714285715,0.19387755102040816,0.8651226158038147,0.9520725388601037,0.02912621359223301,0.32676348547717843,35.49038212420437,0.19338220725183275,0.237290289781393,0.9696969696969697,0.029723991507430998,0.9399729781895387
