Player,Year,height,weight,hand,arm,forty,ten_split,vertical,broad,cone,shuttle,bench,bmi,speed_score,burst_score,agility_score,n_drills,elite_forty,elite_burst,elite_agility,big_bodied,pick,undrafted,log_pick,round,nfl_entry_age,has_college,best_dom,final_dom,first_dom,best_ydshare,final_ydshare,career_yds,best_yds,career_rec,career_ypr,best_long,td_rate,rush_yds_career,n_seasons,n_seasons_20,n_seasons_30,alpha,final_rank,dom_growth,final_spike,college_entry_age,breakout_age,dom_age19,dom_age20,age_final_season,early_declare,best_ppa,final_ppa,avg_ppa,best_ppa_pass,best_usage,final_usage,team_sp_off,team_sp_overall,team_sp_def,team_sos,team_sp_off_final,team_recruit_rank,power5,conf_g5,n_teams,col_qb_ypa,col_qb_td,col_qb_drafted,was_returner,transferred,recruit_stars,recruit_rating,recruit_rank,blue_chip,ret_yds,ret_td,ret_avg,height_p,weight_p,hand_p,arm_p,forty_p,ten_split_p,vertical_p,broad_p,cone_p,shuttle_p,speed_score_p,burst_score_p,ras,explosion_p,catch_radius,prod_p,recruit_p,prod_over_recruit
Tyrell Williams,2015,75.5,204.0,9.88,33.5,4.43,,39.5,127.0,6.74,4.17,,25.158896539625452,105.93641166614515,50.083333333333336,10.91,7,1,1,1,0,270.0,1,5.598421958998375,8.0,22.885694729637233,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8736654804270463,0.5854092526690391,0.825925925925926,0.9268518518518518,0.7451737451737451,,0.8832997987927566,0.763265306122449,0.896457765667575,0.7590673575129534,0.8019417475728156,0.8713692946058091,81.20388660292697,0.8161689508293404,0.8774357642493951,,,
Amari Rodgers,2021,69.5,212.0,9.5,30.375,4.52,,33.0,121.0,7.07,4.31,19.0,30.854717664717146,101.58091427189677,43.083333333333336,11.379999999999999,8,0,0,0,0,85.0,0,4.442651256490317,3.0,21.27583846680356,1,0.2348544453186467,0.2348544453186467,0.0186533212010919,0.2439024390243902,0.2439024390243902,2144.0,1020.0,181.0,11.845303867403315,87.0,0.08287292817679558,46.0,4.0,1.0,0.0,1.0,1.0,0.2162011241175548,1.7739130434782608,17.0,21.062286105407257,0.1227517840421066,0.1227517840421066,21.062286105407257,0.0,0.673,0.673,0.40575,0.678,0.11,0.11,42.6,26.1,16.7,,42.6,10.0,1.0,0.0,1.0,9.4,24.0,1.0,1.0,0.0,4.0,0.9453,117.0,1.0,587.0,1.0,8.267605633802816,0.08362989323843416,0.7820284697508897,0.5944444444444444,0.14351851851851852,0.4372586872586873,,0.20020120724346077,0.35612244897959183,0.3446866485013624,0.4067357512953368,0.6572815533980583,0.21369294605809128,38.36000516988069,0.40453506987370363,0.2554485158612145,0.24777183600713013,0.7494692144373672,-0.5016973784302371
Kadarius Toney,2021,71.63,193.0,9.25,31.25,4.38,,39.5,136.0,6.88,4.23,9.0,26.443731065662735,104.87956143932983,50.833333333333336,11.11,8,1,1,1,0,20.0,0,2.995732273553991,1.0,21.930184804928132,1,0.2169941333537501,0.2169941333537501,0.0384810126582278,0.2165969623596742,0.2165969623596742,1590.0,984.0,120.0,13.25,66.0,0.1,580.0,4.0,1.0,0.0,1.0,1.0,0.17851312069552228,3.7846153846153845,18.0,21.71663244353183,0.0384810126582278,0.0640875838244259,21.71663244353183,0.0,0.789,0.789,0.5305,0.892,0.137,0.137,43.3,19.8,23.9,,43.3,9.0,1.0,0.0,1.0,9.8,43.0,1.0,1.0,0.0,3.0,0.8822,413.0,0.0,471.0,1.0,16.821428571428573,0.2891459074733096,0.31494661921708184,0.40555555555555556,0.34074074074074073,0.8947876447876448,,0.8832997987927566,0.986734693877551,0.7043596730245232,0.6036269430051814,0.7728155339805826,0.9118257261410788,64.61671669632733,0.8809500088836301,0.47968550064059057,0.1925133689839572,0.49363057324840764,-0.30111720426445043
Cody White,2020,75.0,215.0,10.0,32.5,4.66,1.56,35.5,120.0,7.19,4.52,,26.87022222222222,91.1852910863905,45.5,11.71,7,0,0,0,1,270.0,1,5.598421958998375,8.0,31.50171115674196,1,0.3213480238104041,0.3213480238104041,0.1875625446747676,0.28975487115022,0.28975487115022,1967.0,922.0,143.0,13.755244755244755,60.0,0.08391608391608392,63.0,3.0,1.0,1.0,1.0,1.0,0.13378547913563651,1.6612612612612612,29.0,31.288158795345655,0.0,0.0,31.288158795345655,0.0,0.689,0.58,0.5873333333333334,0.817,0.109,0.109,24.4,7.2,16.1,,24.4,31.0,1.0,0.0,1.0,7.1,17.0,0.0,1.0,0.0,3.0,0.8878,371.0,0.0,85.0,0.0,4.0476190476190474,0.8238434163701067,0.8416370106761566,0.8787037037037037,0.7324074074074074,0.07239382239382239,0.2957559681697613,0.48893360160965793,0.29183673469387755,0.1880108991825613,0.07124352331606218,0.25922330097087376,0.4553941908713693,44.994863161378,0.3466645457581364,0.7309720322727189,0.5704099821746881,0.5180467091295117,0.052363273045176406
Daesean Hamilton,2018,72.63,203.0,9.38,31.0,4.52,,34.5,118.0,6.84,4.15,16.0,27.05323933200419,97.26851696790115,44.333333333333336,10.99,8,0,0,1,0,113.0,0,4.727387818712341,4.0,22.8145106091718,1,0.2542252120890774,0.2542252120890774,0.2250773287358653,0.2963085036255768,0.2272004241781548,2842.0,899.0,214.0,13.280373831775702,54.0,0.08411214953271028,22.0,4.0,3.0,0.0,1.0,1.0,0.029147883353212084,0.9532814238042269,19.0,19.600273785078713,0.0,0.2250773287358653,22.600958247775495,0.0,0.99,0.99,0.5485,1.005,0.144,0.085,20.6,9.2,11.0,0.899,41.5,33.0,1.0,0.0,1.0,6.2,12.0,1.0,1.0,0.0,3.0,0.8769,429.0,0.0,0.0,0.0,0.0,0.42704626334519574,0.552491103202847,0.5064814814814815,0.275,0.4372586872586873,,0.35714285714285715,0.19387755102040816,0.771117166212534,0.7992227979274611,0.49223300970873785,0.32676348547717843,46.71485820706716,0.34775113929066775,0.39141765049238364,0.3083778966131907,0.4861995753715499,-0.1778216787583592
Warren Jackson,2021,78.0,219.0,9.375,33.5,4.72,,33.5,123.0,7.71,4.51,11.0,25.305226824457595,88.24825285802744,43.75,12.219999999999999,8,0,0,0,1,270.0,1,5.598421958998375,8.0,21.54688569472964,1,0.3433450429352068,0.3433450429352068,0.0693603579889444,0.3057377049180327,0.3057377049180327,1789.0,1119.0,124.0,14.42741935483871,87.0,0.11290322580645161,0.0,3.0,1.0,1.0,1.0,1.0,0.2739846849462624,2.762962962962963,18.0,20.331279945242983,0.1319502508361204,0.3433450429352068,20.331279945242983,1.0,1.024,0.71,0.7373333333333333,1.165,0.164,0.164,26.1,-3.9,30.1,,26.1,86.0,0.0,1.0,1.0,8.3,13.0,0.0,0.0,0.0,3.0,0.8425,1099.0,0.0,,,,0.998220640569395,0.895017793594306,0.47129629629629627,0.9268518518518518,0.03088803088803089,,0.24647887323943662,0.48775510204081635,0.0027247956403269754,0.08031088082901554,0.17475728155339806,0.2676348547717842,41.653967284315065,0.302997085611217,0.6607119154892449,0.6702317290552585,0.2653927813163482,0.4048389477389103
Jamarius Way,2019,75.5,215.0,10.25,33.0,4.63,1.57,32.5,119.0,7.44,4.66,16.0,26.515503705977807,93.57169391260328,42.416666666666664,12.100000000000001,8,0,0,0,1,270.0,1,5.598421958998375,8.0,,1,0.3855160824697847,0.3855160824697847,0.2339191564147627,0.3499795333606222,0.3499795333606222,1617.0,855.0,108.0,14.972222222222221,81.0,0.10185185185185185,38.0,2.0,2.0,1.0,1.0,1.0,0.15159692605502198,1.1220472440944882,,,,,,,0.657,0.657,0.52,0.647,0.122,0.122,24.5,-17.7,42.0,0.946,24.5,116.0,0.0,1.0,1.0,8.1,11.0,0.0,0.0,0.0,2.0,0.7667,2838.0,0.0,,,,0.8736654804270463,0.8416370106761566,0.9537037037037037,0.850925925925926,0.11583011583011583,0.22546419098143236,0.1579476861167002,0.2357142857142857,0.020435967302452316,0.007772020725388601,0.32815533980582523,0.15767634854771784,39.741067297972926,0.24060577054560373,0.7090606990433441,0.8235294117647058,0.03821656050955414,0.7853128512551517
Kenny Lawler,2016,74.5,203.0,10.5,33.38,4.64,1.56,31.0,111.0,7.03,4.2,,25.71217512724652,87.58991630448155,40.25,11.23,7,0,0,0,0,243.0,0,5.493061443340548,7.0,21.519507186858316,1,0.2533983310028668,0.2533983310028668,0.1697510962084085,0.1797435897435897,0.1554453106543822,1706.0,701.0,143.0,11.93006993006993,52.0,0.1888111888111888,5.0,3.0,2.0,0.0,1.0,3.0,0.08364723479445829,0.9386590584878745,19.0,20.306639288158795,0.1697510962084085,0.2184432234432234,21.305954825462013,1.0,0.694,0.62,0.6663333333333333,0.694,0.088,0.088,36.6,-0.6,36.3,0.864,41.3,41.0,1.0,0.0,1.0,7.8,35.0,1.0,0.0,0.0,4.0,0.9043,287.0,1.0,,,,0.7508896797153025,0.552491103202847,0.9842592592592593,0.9064814814814814,0.09749034749034749,0.2957559681697613,0.07344064386317907,0.017346938775510204,0.40463215258855584,0.689119170984456,0.15728155339805824,0.056016597510373446,41.54337413699276,0.08268971201224917,0.6787677660798055,0.30124777183600715,0.5732484076433121,-0.27200063580730494
Josh Palmer,2021,73.25,210.0,9.625,33.0,4.52,,34.0,124.0,6.98,4.24,,27.514356602872486,100.62260375989774,44.333333333333336,11.22,7,0,0,0,0,77.0,0,4.343805421853684,3.0,21.27857631759069,1,0.2588805918068253,0.2588805918068253,0.0235124760076775,0.2320468978993649,0.2320468978993649,1514.0,484.0,99.0,15.292929292929292,53.0,0.0707070707070707,37.0,4.0,1.0,0.0,1.0,1.0,0.23536811579914782,0.981404958677686,17.0,21.065023956194388,0.1693831352574986,0.1693831352574986,21.065023956194388,0.0,0.534,0.505,0.399,0.613,0.091,0.091,33.4,5.5,28.9,0.759,24.3,17.0,1.0,0.0,1.0,7.7,12.0,0.0,0.0,1.0,3.0,0.8528,832.0,0.0,,,,0.5409252669039146,0.7402135231316725,0.6592592592592592,0.850925925925926,0.4372586872586873,,0.29577464788732394,0.573469387755102,0.5190735694822888,0.5893782383419689,0.6271844660194175,0.32676348547717843,56.00205870402489,0.49880950055394785,0.586721274994106,0.32085561497326204,0.346072186836518,-0.025216571863255988
Stanley Morgan Jr.,2019,72.0,202.0,9.88,32.375,4.53,1.53,38.5,125.0,6.78,4.13,14.0,27.393132716049383,95.93753532303836,48.916666666666664,10.91,8,0,1,1,0,25.0,0,3.2188758248682006,,63.87132101300479,1,0.3654393523958741,0.344023569023569,0.0993595901376881,0.338047138047138,0.338047138047138,2747.0,1004.0,189.0,14.534391534391535,80.0,0.1164021164021164,6.0,4.0,2.0,2.0,1.0,1.0,0.24466397888588093,1.0182555780933062,60.0,62.65845311430527,0.0,0.0,63.657768651608485,0.0,0.733,0.532,0.646,0.733,0.137,0.122,32.7,5.4,26.9,0.868,32.7,23.0,1.0,0.0,1.0,7.5,17.0,0.0,1.0,0.0,3.0,0.8806,413.0,0.0,364.0,0.0,17.333333333333332,0.34341637010676157,0.5231316725978647,0.825925925925926,0.6888888888888889,0.4092664092664093,0.616710875331565,0.8118712273641852,0.6551020408163265,0.8514986376021798,0.8601036269430051,0.4300970873786408,0.8029045643153527,65.15764438780921,0.6323567851863842,0.6675256030714404,0.7468805704099821,0.49363057324840764,0.2532499971615745
Greg Dortch,2019,67.13,173.0,9.25,29.25,4.59,,33.0,109.0,6.89,4.08,,26.987840437752496,77.95165795584184,42.083333333333336,10.969999999999999,7,0,0,1,0,270.0,1,5.598421958998375,8.0,20.594113620807665,1,0.3356272401433692,0.3356272401433692,0.2366692768193184,0.3512544802867383,0.3512544802867383,1800.0,1078.0,142.0,12.67605633802817,54.0,0.11971830985915492,29.0,2.0,2.0,1.0,1.0,1.0,0.0989579633240508,1.4930747922437673,19.0,19.381245722108144,0.2366692768193184,0.3356272401433692,20.380561259411362,1.0,0.62,0.62,0.5335,0.662,0.139,0.126,31.2,3.6,28.1,0.89,31.2,68.0,1.0,0.0,1.0,6.8,16.0,0.0,1.0,0.0,2.0,0.7967,2175.0,0.0,1211.0,2.0,14.950617283950617,0.0035587188612099642,0.03558718861209965,0.40555555555555556,0.032407407407407406,0.20077220077220076,,0.20020120724346077,0.006122448979591836,0.6839237057220708,0.9209844559585493,0.02330097087378641,0.13278008298755187,24.047217663395315,0.076541542365613,0.16043072226690844,0.6470588235294118,0.08280254777070063,0.5642562757587112
Cody Thompson,2019,73.5,205.0,9.38,31.0,4.57,1.58,38.5,119.0,6.87,4.03,19.0,26.67684760979222,93.99809593573144,48.416666666666664,10.9,8,0,0,1,0,270.0,1,5.598421958998375,8.0,22.973305954825463,1,0.270780660670618,0.2649164427275781,0.0055682934818211,0.3024308865586272,0.2173328854551562,3312.0,1269.0,181.0,18.298342541436465,88.0,0.16574585635359115,0.0,5.0,3.0,0.0,1.0,3.0,0.259348149245757,0.5098502758077226,18.0,19.759069130732374,0.0055682934818211,0.2400362318840579,22.759753593429156,0.0,1.07,0.562,0.7314,1.07,0.097,0.084,40.6,12.3,27.4,0.953,35.2,84.0,0.0,1.0,1.0,9.9,45.0,1.0,1.0,0.0,2.0,0.7483,3232.0,0.0,145.0,1.0,11.153846153846153,0.5845195729537367,0.6192170818505338,0.5064814814814815,0.275,0.2606177606177606,0.17904509283819628,0.8118712273641852,0.2357142857142857,0.723433242506812,0.9676165803108808,0.3466019417475728,0.7686721991701245,52.323253887963084,0.46472915160868117,0.5444680704498509,0.3761140819964349,0.010615711252653927,0.365498370743781
Keelan Doss,2019,74.75,211.0,9.5,31.75,4.56,,36.0,124.0,,,8.0,26.546996118611645,97.60073322274224,46.333333333333336,,6,0,0,0,1,270.0,1,5.598421958998375,8.0,22.781656399726216,1,0.6007751937984496,0.1408554572271386,0.0708661417322834,0.7015503875968992,0.2817109144542772,628.0,220.0,49.0,12.816326530612244,50.0,0.04081632653061224,0.0,4.0,2.0,2.0,1.0,1.0,0.06998931549485521,0.8681818181818182,18.0,20.569472963723477,0.0708661417322834,0.0708661417322834,22.56810403832991,0.0,2.097,0.029,0.90675,2.097,0.232,0.232,,,,,,140.0,0.0,1.0,1.0,6.3,1.0,0.0,0.0,0.0,,,,,,,,0.7846975088967971,0.7588967971530249,0.5944444444444444,0.49444444444444446,0.29633204633204635,,0.5543259557344065,0.573469387755102,,,0.5009708737864078,0.5570539419087137,56.82928222728207,0.5429220724253054,0.6069780883800231,0.9875222816399287,,
David Sills,2019,75.25,211.0,9.0,32.0,4.57,1.51,37.5,117.0,6.97,4.28,14.0,26.19538415690776,96.74925971921627,47.25,11.25,8,0,0,0,1,270.0,1,5.598421958998375,8.0,23.59479808350445,1,0.3651034770159366,0.2703717205669727,0.0584982469350777,0.2437204675453867,0.1986381779760507,1957.0,980.0,125.0,15.656,75.0,0.264,14.0,3.0,2.0,1.0,0.0,2.0,0.21187347363189496,0.863265306122449,20.0,22.38193018480493,0.0,0.0584982469350777,23.381245722108144,0.0,0.969,0.969,0.969,0.969,0.19,0.19,33.6,5.6,27.2,0.856,41.1,39.0,1.0,0.0,1.0,9.0,34.0,1.0,1.0,0.0,3.0,0.8742,484.0,0.0,0.0,0.0,0.0,0.8514234875444839,0.7588967971530249,0.20185185185185187,0.5722222222222222,0.2606177606177606,0.8143236074270557,0.7354124748490946,0.15816326530612246,0.5422343324250681,0.47020725388601037,0.4679611650485437,0.6753112033195021,54.23854518042284,0.45384563506792025,0.5902275091169131,0.7450980392156863,0.4416135881104034,0.3034844511052829
Antoine Wesley,2019,76.13,206.0,9.75,34.0,4.68,,37.0,117.0,7.07,4.26,6.0,24.986814105974304,85.88430463752407,46.75,11.33,8,0,0,0,0,270.0,1,5.598421958998375,8.0,21.193702943189596,1,0.3272234968621365,0.3272234968621365,0.0157906869525126,0.3330184222957014,0.3330184222957014,1547.0,1410.0,98.0,15.785714285714286,66.0,0.09183673469387756,-2.0,2.0,1.0,1.0,1.0,1.0,0.31143280990962385,10.291970802919709,19.0,20.980150581793293,0.0,0.0157906869525126,20.980150581793293,1.0,1.186,0.796,0.991,1.186,0.128,0.128,36.2,8.7,29.8,0.885,36.2,49.0,1.0,0.0,1.0,8.1,17.0,0.0,0.0,0.0,3.0,0.8244,1547.0,0.0,,,,0.9457295373665481,0.6548042704626335,0.7546296296296297,0.9685185185185186,0.05791505791505792,,0.6891348088531187,0.15816326530612246,0.3446866485013624,0.538860103626943,0.12718446601941746,0.6099585062240664,53.1780437493038,0.32482751339288624,0.8395031235919538,0.6060606060606061,0.1613588110403397,0.4447017950202664
Chris Conley,2015,73.88,213.0,9.88,33.75,4.35,1.52,45.0,139.0,7.06,4.3,18.0,27.433495954310967,118.97413920089494,56.583333333333336,11.36,8,1,1,0,0,76.0,0,4.330733340286331,3.0,22.184804928131417,1,0.295895620246525,0.295895620246525,0.069095388113793,0.2584579071597168,0.2584579071597168,1938.0,657.0,117.0,16.564102564102566,87.0,0.17094017094017094,0.0,4.0,1.0,0.0,1.0,1.0,0.22680023213273198,1.0092165898617511,18.0,21.971252566735114,0.069095388113793,0.1252215044161352,21.971252566735114,0.0,,,,,,,44.2,27.6,16.8,0.836,44.2,12.0,1.0,0.0,1.0,7.8,21.0,0.0,1.0,0.0,4.0,0.895,277.0,1.0,9.0,0.0,9.0,0.6379003558718861,0.8033807829181495,0.825925925925926,0.9518518518518518,0.9343629343629344,0.7320954907161804,1.0,0.9948979591836735,0.3651226158038147,0.4261658031088083,0.9864077669902913,1.0,80.48426238944596,0.9937685753913216,0.853919533412416,0.46524064171123,0.5828025477707006,-0.11756190605947064
Ty Fryfogle,2022,73.13,209.0,9.75,30.88,4.53,1.59,39.0,127.0,7.15,4.47,13.0,27.473276957209908,99.26210337878722,49.583333333333336,11.620000000000001,8,0,1,0,0,270.0,1,5.598421958998375,8.0,,1,0.3992572103431129,0.1771130104463437,0.002038895859473,0.3610144206862257,0.2431149097815764,2236.0,726.0,158.0,14.151898734177216,65.0,0.08860759493670886,34.0,5.0,1.0,1.0,1.0,2.0,0.1750741145868707,0.7052341597796143,,,,,,,0.736,0.296,0.5124,0.736,0.117,0.117,33.6,11.2,22.6,,20.4,36.0,1.0,0.0,1.0,7.5,14.0,1.0,1.0,0.0,3.0,0.8189,1659.0,0.0,-5.0,0.0,-1.6666666666666667,0.5195729537366548,0.7170818505338078,0.7546296296296297,0.25,0.4092664092664093,0.11671087533156499,0.8501006036217303,0.763265306122449,0.21934604904632152,0.11139896373056994,0.570873786407767,0.8454356846473029,51.06401760061839,0.7280798987173155,0.5935757967470037,0.8520499108734403,0.15286624203821655,0.6991836688352238
Marquise Brown,2019,69.38,166.0,9.0,30.5,,,,,,,,24.24347228647326,,,,2,0,0,0,0,25.0,0,3.2188758248682006,1.0,21.57700205338809,1,0.2619788265660269,0.2619788265660269,0.1825628531221776,0.29139951359717,0.29139951359717,2413.0,1318.0,132.0,18.28030303030303,87.0,0.12878787878787878,0.0,2.0,1.0,0.0,1.0,1.0,0.07941597344384929,1.2036529680365298,20.0,21.363449691991786,0.0,0.1825628531221776,21.363449691991786,1.0,0.975,0.975,0.9005,0.999,0.12,0.12,54.0,24.9,30.0,0.909,54.0,8.0,1.0,0.0,1.0,11.6,42.0,1.0,0.0,0.0,,,,0.0,,,,0.07562277580071175,0.017793594306049824,0.20185185185185187,0.18055555555555555,,,,,,,,,11.895594437854225,,0.1526767277360397,0.33511586452762926,,
